Fecha;Paí;Marca;Cliente; Ingresos ; Gastos 
2/08/2020;Chile;OmegaTech;Grandes clientes; $64,814.14 ; $55,239.33 
4/08/2020;Chile;Cybernova;Sector públic; $84,031.79 ; $45,178.38 
5/08/2020;Uruguay;Cybernova;Instituciones educativas; $26,378.06 ; $18,909.00 
5/08/2020;Uruguay;Cybernova;Sector públic; $664,448.40 ; $525,096.00 
6/08/2020;Méxic;NexTec;Consumidores finales; $106,703.49 ; $97,557.48 
6/08/2020;Méxic;Cybernova;Sector públic; $386,694.00 ; $326,430.00 
6/08/2020;Méxic;Cybernova;Sector públic; $63,409.04 ; $47,675.97 
6/08/2020;Méxic;NeuroNet;Grandes clientes; $6,853.06 ; $5,648.13 
7/08/2020;Argentina;OmegaTech;Consumidores finales; $269,000.48 ; $263,304.00 
8/08/2020;Uruguay;Cybernova;Instituciones educativas; $22,459.81 ; $16,454.07 
8/08/2020;Uruguay;NexTec;Pequeñas y medianas empresa; $195,230.57 ; $173,076.75 
9/08/2020;Argentina;Innovatech;Sector públic; $52,862.50 ; $28,729.62 
9/08/2020;Uruguay;OmegaTech;Grandes clientes; $19,134.90 ; $15,106.50 
11/08/2020;Méxic;NexTec;Sector públic; $17,002.44 ; $9,342.00 
11/08/2020;Méxic;OmegaTech;Sector públic; $1,180,623.56 ; $885,893.58 
11/08/2020;Méxic;OmegaTech;Sector públic; $25,343.96 ; $14,238.18 
12/08/2020;Méxic;NexTec;Consumidores finales; $1,442,339.33 ; $1,395,379.44 
12/08/2020;Uruguay;Cybernova;Pequeñas y medianas empresa; $75,950.78 ; $69,552.00 
12/08/2020;Uruguay;Cybernova;Grandes clientes; $96,985.45 ; $74,988.75 
13/08/2020;Chile;OmegaTech;Sector públic; $52,274.79 ; $37,716.30 
14/08/2020;Argentina;NeuroNet;Grandes clientes; $101,454.44 ; $76,090.83 
15/08/2020;Uruguay;NeuroNet;Instituciones educativas; $137,166.60 ; $103,914.09 
15/08/2020;Per�;OmegaTech;Instituciones educativas; $14,966.27 ; $11,738.25 
15/08/2020;Argentina;OmegaTech;Sector públic; $602,741.16 ; $476,330.40 
16/08/2020;Méxic;Cybernova;Sector públic; $15,172.54 ; $12,177.00 
16/08/2020;Argentina;Cybernova;Sector públic; $2,943.65 ; $2,236.82 
17/08/2020;Per�;NeuroNet;Sector públic; $60,882.33 ; $46,760.63 
17/08/2020;Argentina;NeuroNet;Grandes clientes; $21,092.40 ; $15,819.30 
18/08/2020;Uruguay;NexTec;Pequeñas y medianas empresa; $309,889.80 ; $274,725.00 
19/08/2020;Uruguay;Innovatech;Instituciones educativas; $15,237.33 ; $10,581.48 
19/08/2020;Méxic;NexTec;Consumidores finales; $654,630.58 ; $555,768.00 
20/08/2020;Chile;Cybernova;Pequeñas y medianas empresa; $145,535.99 ; $141,023.25 
21/08/2020;Chile;Innovatech;Pequeñas y medianas empresa; $258,556.54 ; $219,861.00 
22/08/2020;Argentina;NeuroNet;Sector públic; $3,411.45 ; $2,565.00 
23/08/2020;Méxic;Cybernova;Pequeñas y medianas empresa; $1,863,745.20 ; $1,688,175.00 
24/08/2020;Argentina;NeuroNet;Sector públic; $17,361.68 ; $10,212.75 
26/08/2020;Chile;Cybernova;Sector públic; $2,697,330.98 ; $2,329,920.45 
28/08/2020;Per�;Innovatech;Sector públic; $10,839.07 ; $8,149.68 
29/08/2020;Uruguay;Cybernova;Instituciones educativas; $29,403.00 ; $19,602.00 
29/08/2020;Argentina;Innovatech;Instituciones educativas; $10,973.68 ; $7,782.75 
29/08/2020;Uruguay;Cybernova;Sector públic; $8,266.10 ; $6,709.50 
29/08/2020;Méxic;Cybernova;Sector públic; $41,209.82 ; $23,414.67 
30/08/2020;Uruguay;NexTec;Consumidores finales; $114,202.21 ; $110,484.00 
30/08/2020;Chile;Cybernova;Sector públic; $37,585.44 ; $21,852.00 
31/08/2020;Per�;NexTec;Consumidores finales; $1,306,806.49 ; $1,169,100.00 
2/09/2020;Per�;OmegaTech;Instituciones educativas; $6,196.50 ; $4,590.00 
2/09/2020;Argentina;Cybernova;Pequeñas y medianas empresa; $1,642,202.99 ; $1,382,325.75 
5/09/2020;Uruguay;Cybernova;Consumidores finales; $223,512.92 ; $187,841.16 
5/09/2020;Per�;OmegaTech;Pequeñas y medianas empresa; $180,449.10 ; $155,025.00 
6/09/2020;Argentina;NeuroNet;Instituciones educativas; $134,721.35 ; $95,547.06 
7/09/2020;Argentina;NexTec;Pequeñas y medianas empresa; $571,212.00 ; $553,500.00 
8/09/2020;Méxic;NexTec;Pequeñas y medianas empresa; $3,043,965.02 ; $2,787,513.75 
9/09/2020;Chile;NeuroNet;Instituciones educativas; $31,945.32 ; $24,201.00 
9/09/2020;Uruguay;NeuroNet;Instituciones educativas; $115,847.82 ; $85,813.20 
9/09/2020;Uruguay;OmegaTech;Pequeñas y medianas empresa; $112,492.80 ; $100,800.00 
10/09/2020;Argentina;Innovatech;Consumidores finales; $106,176.20 ; $92,988.00 
11/09/2020;Méxic;OmegaTech;Sector públic; $215,460.00 ; $168,480.00 
11/09/2020;Per�;NexTec;Sector públic; $114,016.26 ; $61,965.36 
12/09/2020;Argentina;Cybernova;Sector públic; $24,023.56 ; $19,066.32 
12/09/2020;Méxic;OmegaTech;Grandes clientes; $9,281.65 ; $8,001.42 
13/09/2020;Per�;NexTec;Consumidores finales; $119,996.83 ; $107,352.00 
13/09/2020;Chile;OmegaTech;Consumidores finales; $174,809.64 ; $159,825.96 
13/09/2020;Argentina;NexTec;Sector públic; $26,981.64 ; $15,687.00 
14/09/2020;Argentina;OmegaTech;Instituciones educativas; $7,117.88 ; $4,995.00 
16/09/2020;Chile;OmegaTech;Consumidores finales; $44,783.65 ; $37,260.00 
16/09/2020;Uruguay;NeuroNet;Consumidores finales; $1,094,095.82 ; $958,197.60 
16/09/2020;Per�;NexTec;Consumidores finales; $1,933,865.97 ; $1,730,082.24 
17/09/2020;Per�;Cybernova;Sector públic; $2,063.88 ; $1,620.00 
18/09/2020;Uruguay;Cybernova;Sector públic; $37,528.11 ; $30,461.13 
18/09/2020;Per�;Innovatech;Pequeñas y medianas empresa; $862,875.02 ; $773,185.50 
19/09/2020;Per�;Cybernova;Pequeñas y medianas empresa; $322,898.40 ; $305,775.00 
19/09/2020;Argentina;NexTec;Pequeñas y medianas empresa; $3,206,971.85 ; $2,699,471.25 
20/09/2020;Chile;NexTec;Sector públic; $214,462.84 ; $110,547.86 
20/09/2020;Uruguay;NexTec;Sector públic; $989,759.23 ; $835,511.04 
22/09/2020;Argentina;NexTec;Grandes clientes; $26,228.63 ; $20,072.93 
23/09/2020;Argentina;OmegaTech;Consumidores finales; $210,755.77 ; $194,832.00 
23/09/2020;Per�;NeuroNet;Sector públic; $13,095.56 ; $7,440.66 
25/09/2020;Chile;Cybernova;Grandes clientes; $27,964.39 ; $21,185.15 
28/09/2020;Argentina;NeuroNet;Instituciones educativas; $25,467.75 ; $17,325.00 
28/09/2020;Chile;NeuroNet;Sector públic; $177,404.77 ; $92,398.32 
29/09/2020;Per�;NexTec;Consumidores finales; $136,338.38 ; $119,403.72 
29/09/2020;Méxic;Cybernova;Grandes clientes; $5,675.18 ; $4,892.40 
1/10/2020;Argentina;NexTec;Sector públic; $2,130.66 ; $1,710.00 
2/10/2020;Chile;Innovatech;Sector públic; $7,254.63 ; $3,739.50 
2/10/2020;Chile;NeuroNet;Sector públic; $900,742.50 ; $778,050.00 
2/10/2020;Uruguay;OmegaTech;Pequeñas y medianas empresa; $1,268,696.52 ; $1,161,810.00 
3/10/2020;Uruguay;Cybernova;Consumidores finales; $223,848.56 ; $219,108.24 
4/10/2020;Uruguay;Cybernova;Consumidores finales; $173,137.50 ; $160,056.00 
4/10/2020;Argentina;Cybernova;Sector públic; $49,995.57 ; $41,524.56 
4/10/2020;Chile;NeuroNet;Grandes clientes; $87,593.43 ; $72,192.38 
5/10/2020;Chile;NeuroNet;Instituciones educativas; $36,090.36 ; $25,596.00 
5/10/2020;Uruguay;OmegaTech;Sector públic; $25,695.90 ; $13,815.00 
7/10/2020;Argentina;Cybernova;Instituciones educativas; $8,302.50 ; $5,535.00 
8/10/2020;Per�;NexTec;Sector públic; $1,758,864.24 ; $1,361,025.90 
8/10/2020;Argentina;Innovatech;Sector públic; $467,375.83 ; $394,538.04 
8/10/2020;Uruguay;NexTec;Grandes clientes; $92,210.35 ; $74,363.18 
9/10/2020;Per�;Innovatech;Instituciones educativas; $8,830.62 ; $6,399.00 
12/10/2020;Chile;NexTec;Instituciones educativas; $18,380.93 ; $14,085.00 
12/10/2020;Chile;OmegaTech;Consumidores finales; $129,872.60 ; $108,054.00 
12/10/2020;Per�;Cybernova;Sector públic; $638,637.30 ; $474,416.28 
12/10/2020;Argentina;NexTec;Sector públic; $12,459.56 ; $7,329.15 
12/10/2020;Méxic;Cybernova;Pequeñas y medianas empresa; $157,734.00 ; $142,875.00 
12/10/2020;Argentina;NexTec;Pequeñas y medianas empresa; $200,707.20 ; $181,800.00 
13/10/2020;Argentina;OmegaTech;Sector públic; $413,459.42 ; $319,938.84 
13/10/2020;Chile;Innovatech;Pequeñas y medianas empresa; $775,287.94 ; $751,248.00 
13/10/2020;Uruguay;Innovatech;Grandes clientes; $11,166.12 ; $8,545.50 
14/10/2020;Uruguay;Cybernova;Sector públic; $33,078.24 ; $17,784.00 
15/10/2020;Méxic;NeuroNet;Instituciones educativas; $53,696.39 ; $37,289.16 
15/10/2020;Argentina;NeuroNet;Sector públic; $16,229.61 ; $12,600.63 
16/10/2020;Per�;Cybernova;Consumidores finales; $289,533.46 ; $245,808.00 
16/10/2020;Per�;NeuroNet;Pequeñas y medianas empresa; $588,859.20 ; $570,600.00 
17/10/2020;Argentina;NexTec;Consumidores finales; $259,865.72 ; $218,392.20 
18/10/2020;Argentina;Cybernova;Grandes clientes; $27,065.23 ; $23,603.40 
19/10/2020;Argentina;Innovatech;Sector públic; $273,319.20 ; $230,724.00 
19/10/2020;Méxic;OmegaTech;Sector públic; $28,552.08 ; $15,350.58 
21/10/2020;Méxic;OmegaTech;Sector públic; $6,849.47 ; $5,149.98 
21/10/2020;Méxic;Innovatech;Sector públic; $29,584.25 ; $16,255.08 
21/10/2020;Chile;Innovatech;Grandes clientes; $27,194.40 ; $20,395.80 
22/10/2020;Uruguay;NexTec;Instituciones educativas; $154,034.66 ; $120,811.50 
22/10/2020;Argentina;NexTec;Consumidores finales; $195,112.29 ; $163,973.16 
22/10/2020;Uruguay;NeuroNet;Consumidores finales; $817,817.15 ; $764,521.20 
23/10/2020;Uruguay;NeuroNet;Sector públic; $606,617.42 ; $484,548.48 
23/10/2020;Per�;NeuroNet;Pequeñas y medianas empresa; $92,517.39 ; $78,671.25 
24/10/2020;Chile;OmegaTech;Consumidores finales; $252,960.14 ; $216,972.00 
24/10/2020;Méxic;NexTec;Consumidores finales; $222,325.06 ; $188,749.44 
24/10/2020;Chile;OmegaTech;Sector públic; $47,018.70 ; $26,415.00 
24/10/2020;Uruguay;OmegaTech;Pequeñas y medianas empresa; $1,699,625.59 ; $1,522,962.00 
24/10/2020;Per�;Innovatech;Grandes clientes; $24,475.65 ; $20,172.24 
25/10/2020;Uruguay;Cybernova;Consumidores finales; $152,308.61 ; $142,382.88 
25/10/2020;Chile;NexTec;Grandes clientes; $20,637.94 ; $17,998.20 
28/10/2020;Argentina;NeuroNet;Consumidores finales; $366,187.50 ; $304,668.00 
28/10/2020;Méxic;NeuroNet;Consumidores finales; $272,868.75 ; $231,660.00 
28/10/2020;Chile;NeuroNet;Grandes clientes; $64,337.85 ; $51,885.36 
28/10/2020;Argentina;OmegaTech;Grandes clientes; $28,072.98 ; $24,482.25 
29/10/2020;Per�;OmegaTech;Instituciones educativas; $11,916.45 ; $8,730.00 
30/10/2020;Per�;Cybernova;Sector públic; $1,517.04 ; $1,260.00 
31/10/2020;Méxic;Cybernova;Consumidores finales; $285,062.88 ; $257,796.00 
31/10/2020;Per�;NexTec;Consumidores finales; $54,815.19 ; $53,654.40 
31/10/2020;Chile;Cybernova;Pequeñas y medianas empresa; $4,185,548.64 ; $3,832,920.00 
1/11/2020;Per�;Cybernova;Grandes clientes; $3,963.60 ; $2,972.70 
2/11/2020;Per�;NeuroNet;Pequeñas y medianas empresa; $1,593,506.25 ; $1,397,812.50 
5/11/2020;Per�;Innovatech;Sector públic; $8,211.42 ; $6,174.00 
5/11/2020;Per�;NexTec;Sector públic; $10,859.94 ; $5,967.00 
6/11/2020;Méxic;OmegaTech;Sector públic; $18,497.59 ; $14,361.48 
7/11/2020;Per�;NexTec;Sector públic; $1,438,680.60 ; $1,068,734.16 
7/11/2020;Chile;Cybernova;Grandes clientes; $15,449.94 ; $11,704.50 
8/11/2020;Chile;NexTec;Consumidores finales; $275,981.54 ; $260,928.00 
8/11/2020;Per�;Cybernova;Sector públic; $10,360.76 ; $5,630.85 
8/11/2020;Argentina;Innovatech;Grandes clientes; $8,390.52 ; $7,403.40 
9/11/2020;Per�;Innovatech;Grandes clientes; $104,525.80 ; $82,520.37 
10/11/2020;Argentina;Innovatech;Instituciones educativas; $106,099.90 ; $79,475.58 
13/11/2020;Argentina;Cybernova;Instituciones educativas; $61,715.56 ; $41,559.30 
13/11/2020;Argentina;NeuroNet;Instituciones educativas; $141,675.01 ; $101,559.15 
15/11/2020;Chile;OmegaTech;Sector públic; $70,022.44 ; $40,242.78 
16/11/2020;Chile;Innovatech;Instituciones educativas; $91,517.43 ; $63,553.77 
16/11/2020;Argentina;Cybernova;Consumidores finales; $234,044.05 ; $216,360.72 
16/11/2020;Per�;OmegaTech;Sector públic; $671,806.80 ; $499,056.48 
16/11/2020;Per�;Innovatech;Pequeñas y medianas empresa; $171,005.69 ; $145,413.00 
16/11/2020;Per�;Cybernova;Pequeñas y medianas empresa; $382,552.09 ; $328,653.00 
17/11/2020;Argentina;OmegaTech;Pequeñas y medianas empresa; $344,509.20 ; $308,700.00 
17/11/2020;Uruguay;Innovatech;Pequeñas y medianas empresa; $474,131.39 ; $420,329.25 
18/11/2020;Méxic;NeuroNet;Sector públic; $13,416.48 ; $10,890.00 
18/11/2020;Per�;OmegaTech;Sector públic; $24,933.93 ; $19,358.64 
19/11/2020;Per�;NexTec;Sector públic; $530,145.00 ; $437,580.00 
19/11/2020;Chile;Innovatech;Pequeñas y medianas empresa; $410,605.20 ; $342,171.00 
19/11/2020;Méxic;NexTec;Pequeñas y medianas empresa; $1,297,890.00 ; $1,138,500.00 
20/11/2020;Uruguay;OmegaTech;Consumidores finales; $989,305.14 ; $904,507.56 
20/11/2020;Méxic;Cybernova;Sector públic; $160,091.98 ; $87,006.51 
21/11/2020;Méxic;Cybernova;Instituciones educativas; $67,105.32 ; $46,600.92 
21/11/2020;Uruguay;NeuroNet;Grandes clientes; $10,868.07 ; $9,477.97 
22/11/2020;Per�;Innovatech;Sector públic; $352,680.30 ; $261,991.08 
23/11/2020;Argentina;Cybernova;Sector públic; $114,148.25 ; $65,602.44 
23/11/2020;Per�;NeuroNet;Pequeñas y medianas empresa; $638,043.75 ; $559,687.50 
24/11/2020;Chile;NeuroNet;Instituciones educativas; $72,902.53 ; $51,703.92 
25/11/2020;Chile;Cybernova;Sector públic; $10,094.95 ; $7,923.83 
25/11/2020;Per�;NexTec;Grandes clientes; $9,518.15 ; $8,205.30 
26/11/2020;Argentina;NexTec;Sector públic; $105,537.60 ; $81,666.00 
26/11/2020;Per�;NexTec;Sector públic; $32,396.49 ; $23,140.35 
27/11/2020;Chile;Innovatech;Sector públic; $15,157.30 ; $12,303.00 
27/11/2020;Chile;Innovatech;Pequeñas y medianas empresa; $540,270.00 ; $450,225.00 
27/11/2020;Chile;Cybernova;Pequeñas y medianas empresa; $347,371.20 ; $336,600.00 
28/11/2020;Argentina;NeuroNet;Pequeñas y medianas empresa; $856,005.30 ; $829,462.50 
29/11/2020;Méxic;Cybernova;Sector públic; $16,093.67 ; $12,100.50 
29/11/2020;Chile;OmegaTech;Sector públic; $52,554.60 ; $45,396.00 
29/11/2020;Chile;Cybernova;Pequeñas y medianas empresa; $384,634.98 ; $344,655.00 
30/11/2020;Chile;Cybernova;Instituciones educativas; $18,520.65 ; $14,526.00 
1/12/2020;Argentina;NexTec;Instituciones educativas; $30,149.42 ; $23,103.00 
1/12/2020;Méxic;NexTec;Consumidores finales; $133,037.31 ; $120,312.00 
1/12/2020;Uruguay;Cybernova;Sector públic; $16,138.44 ; $9,493.20 
2/12/2020;Uruguay;Innovatech;Sector públic; $110,413.80 ; $89,154.00 
3/12/2020;Argentina;Cybernova;Consumidores finales; $487,034.31 ; $426,539.52 
3/12/2020;Chile;Innovatech;Sector públic; $30,814.20 ; $16,218.00 
3/12/2020;Méxic;OmegaTech;Sector públic; $2,986.89 ; $2,344.50 
3/12/2020;Méxic;NeuroNet;Sector públic; $13,920.73 ; $9,943.38 
4/12/2020;Uruguay;Innovatech;Instituciones educativas; $25,174.80 ; $18,648.00 
4/12/2020;Uruguay;Cybernova;Sector públic; $24,946.96 ; $20,720.07 
5/12/2020;Méxic;OmegaTech;Instituciones educativas; $127,044.45 ; $84,696.30 
5/12/2020;Per�;NexTec;Sector públic; $3,904.20 ; $2,169.00 
5/12/2020;Méxic;OmegaTech;Pequeñas y medianas empresa; $552,603.87 ; $541,768.50 
7/12/2020;Chile;NexTec;Grandes clientes; $45,778.98 ; $35,034.93 
9/12/2020;Méxic;Cybernova;Instituciones educativas; $62,931.69 ; $47,139.84 
9/12/2020;Per�;NexTec;Sector públic; $59,353.29 ; $34,913.70 
9/12/2020;Argentina;NexTec;Pequeñas y medianas empresa; $950,676.21 ; $833,926.50 
10/12/2020;Méxic;Innovatech;Sector públic; $215,062.09 ; $179,506.08 
11/12/2020;Per�;NexTec;Instituciones educativas; $11,988.00 ; $7,992.00 
11/12/2020;Per�;NexTec;Sector públic; $9,565.29 ; $5,314.05 
13/12/2020;Méxic;OmegaTech;Pequeñas y medianas empresa; $412,195.50 ; $361,575.00 
13/12/2020;Argentina;Innovatech;Pequeñas y medianas empresa; $2,276,600.26 ; $1,976,215.50 
13/12/2020;Argentina;Cybernova;Pequeñas y medianas empresa; $1,181,990.48 ; $1,036,833.75 
14/12/2020;Chile;NexTec;Sector públic; $880,412.40 ; $667,368.00 
14/12/2020;Uruguay;NeuroNet;Sector públic; $166,490.10 ; $134,433.00 
16/12/2020;Uruguay;Innovatech;Instituciones educativas; $31,062.42 ; $22,509.00 
16/12/2020;Per�;OmegaTech;Instituciones educativas; $30,112.41 ; $21,820.59 
16/12/2020;Uruguay;Cybernova;Consumidores finales; $242,513.22 ; $214,650.00 
16/12/2020;Chile;NexTec;Consumidores finales; $264,131.65 ; $244,175.04 
16/12/2020;Chile;Cybernova;Sector públic; $367,479.00 ; $287,352.00 
16/12/2020;Chile;NexTec;Sector públic; $15,849.88 ; $12,173.49 
16/12/2020;Chile;Cybernova;Pequeñas y medianas empresa; $62,461.80 ; $60,525.00 
17/12/2020;Uruguay;NeuroNet;Pequeñas y medianas empresa; $301,480.70 ; $270,144.00 
18/12/2020;Per�;OmegaTech;Instituciones educativas; $13,677.61 ; $9,210.51 
19/12/2020;Méxic;NeuroNet;Consumidores finales; $272,868.75 ; $231,660.00 
19/12/2020;Argentina;Cybernova;Sector públic; $13,199.76 ; $10,476.00 
20/12/2020;Per�;NeuroNet;Consumidores finales; $269,495.33 ; $238,532.04 
20/12/2020;Chile;Cybernova;Sector públic; $80,006.81 ; $59,528.88 
20/12/2020;Méxic;NeuroNet;Pequeñas y medianas empresa; $1,303,377.89 ; $1,248,446.25 
21/12/2020;Méxic;Innovatech;Sector públic; $6,882.41 ; $4,001.40 
21/12/2020;Argentina;Cybernova;Grandes clientes; $134,243.55 ; $117,072.86 
22/12/2020;Per�;NeuroNet;Sector públic; $42,407.28 ; $24,372.00 
23/12/2020;Per�;NeuroNet;Sector públic; $6,938.60 ; $5,006.21 
23/12/2020;Argentina;NexTec;Pequeñas y medianas empresa; $2,290,560.12 ; $2,219,535.00 
24/12/2020;Argentina;Cybernova;Instituciones educativas; $28,315.58 ; $20,974.50 
25/12/2020;Per�;Cybernova;Consumidores finales; $365,648.80 ; $341,820.00 
25/12/2020;Uruguay;Cybernova;Sector públic; $29,220.31 ; $23,990.40 
25/12/2020;Uruguay;NeuroNet;Pequeñas y medianas empresa; $644,654.70 ; $537,212.25 
26/12/2020;Per�;Innovatech;Sector públic; $549,073.35 ; $420,498.00 
28/12/2020;Méxic;Cybernova;Sector públic; $2,257.79 ; $1,629.00 
28/12/2020;Per�;OmegaTech;Sector públic; $888,129.90 ; $673,218.00 
28/12/2020;Argentina;Innovatech;Pequeñas y medianas empresa; $557,442.00 ; $516,150.00 
29/12/2020;Méxic;NexTec;Sector públic; $26,479.99 ; $21,993.35 
30/12/2020;Méxic;Cybernova;Instituciones educativas; $21,710.70 ; $16,830.00 
30/12/2020;Argentina;OmegaTech;Grandes clientes; $19,865.74 ; $15,049.80 
31/12/2020;Chile;OmegaTech;Instituciones educativas; $26,703.00 ; $20,700.00 
1/01/2021;Per�;Innovatech;Consumidores finales; $133,016.83 ; $130,200.00 
1/01/2021;Uruguay;NeuroNet;Pequeñas y medianas empresa; $934,065.00 ; $915,750.00 
1/01/2021;Per�;NexTec;Grandes clientes; $96,378.48 ; $72,283.86 
2/01/2021;Chile;OmegaTech;Sector públic; $26,391.00 ; $13,890.00 
2/01/2021;Uruguay;NeuroNet;Sector públic; $995,057.84 ; $859,518.40 
2/01/2021;Per�;Cybernova;Pequeñas y medianas empresa; $1,300,218.48 ; $1,094,460.00 
2/01/2021;Méxic;Cybernova;Grandes clientes; $11,439.78 ; $9,225.63 
4/01/2021;Chile;Cybernova;Sector públic; $19,158.72 ; $14,255.00 
4/01/2021;Argentina;Cybernova;Sector públic; $1,879,898.48 ; $1,534,611.00 
7/01/2021;Per�;NeuroNet;Sector públic; $7,707.35 ; $5,795.00 
8/01/2021;Méxic;Cybernova;Consumidores finales; $273,646.15 ; $258,720.00 
9/01/2021;Per�;Innovatech;Consumidores finales; $611,019.23 ; $393,380.00 
9/01/2021;Per�;NeuroNet;Sector públic; $26,945.60 ; $15,310.00 
9/01/2021;Argentina;NexTec;Grandes clientes; $5,314.00 ; $4,688.82 
10/01/2021;Per�;NeuroNet;Instituciones educativas; $13,320.00 ; $8,880.00 
10/01/2021;Méxic;NeuroNet;Consumidores finales; $692,977.85 ; $600,580.80 
10/01/2021;Per�;Cybernova;Grandes clientes; $112,864.75 ; $94,053.96 
11/01/2021;Uruguay;Innovatech;Instituciones educativas; $32,558.40 ; $22,610.00 
11/01/2021;Chile;Cybernova;Consumidores finales; $959,833.77 ; $858,690.00 
11/01/2021;Chile;OmegaTech;Grandes clientes; $40,661.96 ; $31,118.85 
12/01/2021;Argentina;Cybernova;Instituciones educativas; $10,665.00 ; $7,900.00 
12/01/2021;Uruguay;NeuroNet;Consumidores finales; $143,927.88 ; $140,880.00 
12/01/2021;Uruguay;Cybernova;Consumidores finales; $926,939.42 ; $820,440.00 
12/01/2021;Argentina;Cybernova;Consumidores finales; $9,231.92 ; $5,715.00 
13/01/2021;Méxic;OmegaTech;Sector públic; $1,326,325.77 ; $995,222.80 
15/01/2021;Chile;Cybernova;Grandes clientes; $33,237.60 ; $24,928.20 
16/01/2021;Uruguay;NeuroNet;Sector públic; $79,525.91 ; $40,164.60 
16/01/2021;Per�;Innovatech;Grandes clientes; $26,698.80 ; $21,078.00 
17/01/2021;Per�;Cybernova;Consumidores finales; $458,539.64 ; $389,290.80 
17/01/2021;Chile;OmegaTech;Consumidores finales; $14,632.96 ; $9,150.00 
17/01/2021;Méxic;Cybernova;Grandes clientes; $30,835.08 ; $24,867.00 
18/01/2021;Méxic;OmegaTech;Sector públic; $9,856.84 ; $7,490.00 
18/01/2021;Uruguay;NeuroNet;Pequeñas y medianas empresa; $1,650,664.04 ; $1,418,096.25 
20/01/2021;Méxic;OmegaTech;Consumidores finales; $157,569.23 ; $136,560.00 
20/01/2021;Per�;NexTec;Sector públic; $986,811.00 ; $748,020.00 
21/01/2021;Argentina;OmegaTech;Sector públic; $239,183.00 ; $189,020.00 
22/01/2021;Méxic;NexTec;Instituciones educativas; $8,653.50 ; $6,410.00 
22/01/2021;Chile;NeuroNet;Pequeñas y medianas empresa; $298,662.00 ; $273,500.00 
23/01/2021;Chile;NexTec;Grandes clientes; $36,208.62 ; $29,200.50 
24/01/2021;Chile;NexTec;Sector públic; $404,176.50 ; $329,940.00 
24/01/2021;Argentina;Innovatech;Sector públic; $18,035.92 ; $14,980.00 
25/01/2021;Méxic;OmegaTech;Instituciones educativas; $14,610.00 ; $9,740.00 
25/01/2021;Argentina;NeuroNet;Pequeñas y medianas empresa; $2,494,206.00 ; $2,445,300.00 
26/01/2021;Argentina;Cybernova;Pequeñas y medianas empresa; $587,598.84 ; $504,810.00 
27/01/2021;Méxic;OmegaTech;Instituciones educativas; $18,537.81 ; $13,886.00 
27/01/2021;Per�;Cybernova;Sector públic; $33,404.80 ; $25,935.40 
28/01/2021;Chile;NexTec;Sector públic; $90,850.00 ; $45,425.00 
28/01/2021;Uruguay;NexTec;Sector públic; $72,984.91 ; $53,196.00 
28/01/2021;Per�;Cybernova;Grandes clientes; $40,404.36 ; $30,609.36 
29/01/2021;Méxic;Cybernova;Consumidores finales; $309,220.15 ; $292,353.60 
30/01/2021;Argentina;NeuroNet;Sector públic; $92,064.00 ; $71,240.00 
1/02/2021;Per�;OmegaTech;Instituciones educativas; $24,576.30 ; $17,430.00 
1/02/2021;Méxic;OmegaTech;Sector públic; $46,796.20 ; $26,290.00 
2/02/2021;Per�;NexTec;Sector públic; $66,039.42 ; $37,100.80 
4/02/2021;Per�;NeuroNet;Consumidores finales; $17,333.08 ; $10,730.00 
5/02/2021;Per�;NeuroNet;Pequeñas y medianas empresa; $1,466,760.96 ; $1,273,230.00 
6/02/2021;Chile;OmegaTech;Sector públic; $60,200.00 ; $52,000.00 
6/02/2021;Méxic;NexTec;Sector públic; $43,261.76 ; $23,770.20 
7/02/2021;Uruguay;NexTec;Sector públic; $2,065,758.45 ; $1,763,866.00 
7/02/2021;Argentina;NexTec;Grandes clientes; $79,645.20 ; $59,733.90 
8/02/2021;Argentina;NexTec;Consumidores finales; $1,008,874.73 ; $953,845.20 
8/02/2021;Chile;Cybernova;Sector públic; $19,158.72 ; $14,255.00 
8/02/2021;Argentina;Innovatech;Sector públic; $3,560.97 ; $2,735.00 
10/02/2021;Per�;OmegaTech;Pequeñas y medianas empresa; $2,108,332.80 ; $1,792,800.00 
11/02/2021;Méxic;Cybernova;Grandes clientes; $150,166.84 ; $121,102.29 
13/02/2021;Per�;Cybernova;Sector públic; $16,957.40 ; $13,458.25 
14/02/2021;Méxic;Innovatech;Sector públic; $5,262.68 ; $3,999.00 
16/02/2021;Méxic;OmegaTech;Pequeñas y medianas empresa; $323,694.00 ; $275,250.00 
16/02/2021;Méxic;Cybernova;Grandes clientes; $7,661.92 ; $6,605.10 
18/02/2021;Chile;NexTec;Instituciones educativas; $22,256.33 ; $16,305.00 
19/02/2021;Uruguay;Cybernova;Consumidores finales; $277,194.46 ; $240,235.20 
20/02/2021;Méxic;Innovatech;Instituciones educativas; $24,427.92 ; $18,506.00 
20/02/2021;Argentina;Cybernova;Sector públic; $432,356.40 ; $338,083.20 
21/02/2021;Per�;NeuroNet;Instituciones educativas; $14,981.25 ; $11,750.00 
21/02/2021;Chile;NeuroNet;Sector públic; $222,705.00 ; $183,820.00 
22/02/2021;Argentina;NeuroNet;Instituciones educativas; $50,163.75 ; $36,750.00 
22/02/2021;Chile;Innovatech;Instituciones educativas; $29,670.00 ; $23,000.00 
